P_val 	T_val 	x_val 	y_val 	y_calc	absolute_deviation 	relative_deviation 
0.4190E+00	0.2981E+03	0.5549E+02	0.2380E-02	0.2379E-02	0.1382E-05	0.5805E-03
0.4614E+01	0.2931E+03	0.5549E+02	0.1942E-01	0.1972E-01	-.3025E-03	-.1558E-01
0.2730E+01	0.2931E+03	0.5549E+02	0.1387E-01	0.1393E-01	-.6275E-04	-.4524E-02
0.1312E+01	0.2931E+03	0.5549E+02	0.7640E-02	0.7541E-02	0.9923E-04	0.1299E-01
0.4130E+00	0.2931E+03	0.5549E+02	0.2590E-02	0.2583E-02	0.6710E-05	0.2591E-02
0.4576E+01	0.2881E+03	0.5549E+02	0.2146E-01	0.2120E-01	0.2622E-03	0.1222E-01
0.2694E+01	0.2881E+03	0.5549E+02	0.1544E-01	0.1552E-01	-.7687E-04	-.4978E-02
0.1290E+01	0.2881E+03	0.5549E+02	0.8600E-02	0.8515E-02	0.8548E-04	0.9940E-02
0.4050E+00	0.2881E+03	0.5549E+02	0.2920E-02	0.2887E-02	0.3314E-04	0.1135E-01
0.2652E+01	0.2831E+03	0.5549E+02	0.1749E-01	0.1745E-01	0.4493E-04	0.2569E-02
0.1263E+01	0.2831E+03	0.5549E+02	0.9740E-02	0.9685E-02	0.5512E-04	0.5659E-02
0.3960E+00	0.2831E+03	0.5549E+02	0.3320E-02	0.3287E-02	0.3308E-04	0.9963E-02
0.2601E+01	0.2781E+03	0.5549E+02	0.1964E-01	0.1969E-01	-.4831E-04	-.2460E-02
0.1230E+01	0.2781E+03	0.5549E+02	0.1109E-01	0.1102E-01	0.7054E-04	0.6360E-02
0.3850E+00	0.2781E+03	0.5549E+02	0.3840E-02	0.3765E-02	0.7467E-04	0.1945E-01
0.2566E+01	0.2731E+03	0.5549E+02	0.2228E-01	0.2236E-01	-.7963E-04	-.3574E-02
0.1192E+01	0.2731E+03	0.5549E+02	0.1262E-01	0.1249E-01	0.1264E-03	0.1001E-01
0.3700E+00	0.2731E+03	0.5549E+02	0.4300E-02	0.4285E-02	0.1465E-04	0.3407E-02
