P_val 	T_val 	x_val 	y_val 	y_calc	absolute_deviation 	relative_deviation 
0.4632E+01	0.2981E+03	0.0000E+00	0.2188E-01	0.2175E-01	0.1288E-03	0.5888E-02
0.2828E+01	0.2981E+03	0.0000E+00	0.1495E-01	0.1499E-01	-.4430E-04	-.2963E-02
0.1320E+01	0.2981E+03	0.0000E+00	0.7700E-02	0.7675E-02	0.2484E-04	0.3226E-02
0.2610E+00	0.2981E+03	0.0000E+00	0.1580E-02	0.1626E-02	-.4579E-04	-.2898E-01
0.4590E+01	0.2931E+03	0.0000E+00	0.2243E-01	0.2279E-01	-.3581E-03	-.1596E-01
0.2790E+01	0.2931E+03	0.0000E+00	0.1638E-01	0.1641E-01	-.3485E-04	-.2128E-02
0.1291E+01	0.2931E+03	0.0000E+00	0.8610E-02	0.8551E-02	0.5872E-04	0.6820E-02
0.2540E+00	0.2931E+03	0.0000E+00	0.1780E-02	0.1752E-02	0.2802E-04	0.1574E-01
0.4554E+01	0.2881E+03	0.0000E+00	0.2449E-01	0.2426E-01	0.2273E-03	0.9282E-02
0.2744E+01	0.2881E+03	0.0000E+00	0.1821E-01	0.1820E-01	0.9176E-05	0.5039E-03
0.1258E+01	0.2881E+03	0.0000E+00	0.9680E-02	0.9642E-02	0.3834E-04	0.3960E-02
0.2470E+00	0.2881E+03	0.0000E+00	0.2000E-02	0.1972E-02	0.2801E-04	0.1401E-01
0.2692E+01	0.2831E+03	0.0000E+00	0.2033E-01	0.2035E-01	-.1903E-04	-.9363E-03
0.1220E+01	0.2831E+03	0.0000E+00	0.1089E-01	0.1091E-01	-.2370E-04	-.2176E-02
0.2390E+00	0.2831E+03	0.0000E+00	0.2280E-02	0.2272E-02	0.8239E-05	0.3614E-02
0.2640E+01	0.2781E+03	0.0000E+00	0.2280E-01	0.2288E-01	-.7563E-04	-.3317E-02
0.1174E+01	0.2781E+03	0.0000E+00	0.1237E-01	0.1231E-01	0.6272E-04	0.5071E-02
0.2310E+00	0.2781E+03	0.0000E+00	0.2630E-02	0.2653E-02	-.2344E-04	-.8914E-02
0.2608E+01	0.2731E+03	0.0000E+00	0.2557E-01	0.2589E-01	-.3157E-03	-.1235E-01
0.1121E+01	0.2731E+03	0.0000E+00	0.1401E-01	0.1378E-01	0.2291E-03	0.1635E-01
0.2210E+00	0.2731E+03	0.0000E+00	0.2960E-02	0.3085E-02	-.1255E-03	-.4239E-01
0.4665E+01	0.2981E+03	0.2524E+01	0.2188E-01	0.2174E-01	0.1445E-03	0.6606E-02
0.3405E+01	0.2981E+03	0.2524E+01	0.1726E-01	0.1730E-01	-.4289E-04	-.2485E-02
0.1627E+01	0.2981E+03	0.2524E+01	0.9270E-02	0.9246E-02	0.2361E-04	0.2547E-02
0.3060E+00	0.2981E+03	0.2524E+01	0.1840E-02	0.1895E-02	-.5520E-04	-.3000E-01
0.4621E+01	0.2931E+03	0.2524E+01	0.2240E-01	0.2276E-01	-.3616E-03	-.1614E-01
0.3315E+01	0.2931E+03	0.2524E+01	0.1843E-01	0.1853E-01	-.1040E-03	-.5642E-02
0.1595E+01	0.2931E+03	0.2524E+01	0.1034E-01	0.1029E-01	0.5247E-04	0.5075E-02
0.2980E+00	0.2931E+03	0.2524E+01	0.2070E-02	0.2055E-02	0.1477E-04	0.7135E-02
0.4575E+01	0.2881E+03	0.2524E+01	0.2443E-01	0.2419E-01	0.2371E-03	0.9706E-02
0.3260E+01	0.2881E+03	0.2524E+01	0.2034E-01	0.2033E-01	0.1453E-04	0.7142E-03
0.1560E+01	0.2881E+03	0.2524E+01	0.1162E-01	0.1159E-01	0.2937E-04	0.2528E-02
0.2930E+00	0.2881E+03	0.2524E+01	0.2360E-02	0.2341E-02	0.1887E-04	0.7998E-02
0.3221E+01	0.2831E+03	0.2524E+01	0.2277E-01	0.2260E-01	0.1721E-03	0.7557E-02
0.1524E+01	0.2831E+03	0.2524E+01	0.1309E-01	0.1315E-01	-.6035E-04	-.4610E-02
0.2850E+00	0.2831E+03	0.2524E+01	0.2700E-02	0.2703E-02	-.2951E-05	-.1093E-02
0.3162E+01	0.2781E+03	0.2524E+01	0.2553E-01	0.2521E-01	0.3239E-03	0.1269E-01
0.1483E+01	0.2781E+03	0.2524E+01	0.1489E-01	0.1492E-01	-.2680E-04	-.1800E-02
0.2760E+00	0.2781E+03	0.2524E+01	0.3130E-02	0.3146E-02	-.1563E-04	-.4992E-02
0.1440E+01	0.2731E+03	0.2524E+01	0.1709E-01	0.1689E-01	0.2044E-03	0.1196E-01
0.2640E+00	0.2731E+03	0.2524E+01	0.3560E-02	0.3633E-02	-.7254E-04	-.2038E-01
0.4925E+01	0.2981E+03	0.2916E+01	0.2274E-01	0.2250E-01	0.2413E-03	0.1061E-01
0.2696E+01	0.2981E+03	0.2916E+01	0.1429E-01	0.1433E-01	-.4183E-04	-.2927E-02
0.1304E+01	0.2981E+03	0.2916E+01	0.7580E-02	0.7551E-02	0.2873E-04	0.3790E-02
0.4160E+00	0.2981E+03	0.2916E+01	0.2510E-02	0.2551E-02	-.4077E-04	-.1624E-01
0.4900E+01	0.2931E+03	0.2916E+01	0.2299E-01	0.2342E-01	-.4297E-03	-.1869E-01
0.2659E+01	0.2931E+03	0.2916E+01	0.1571E-01	0.1574E-01	-.2661E-04	-.1694E-02
0.1280E+01	0.2931E+03	0.2916E+01	0.8500E-02	0.8441E-02	0.5859E-04	0.6892E-02
0.4070E+00	0.2931E+03	0.2916E+01	0.2810E-02	0.2812E-02	-.1946E-05	-.6927E-03
0.4876E+01	0.2881E+03	0.2916E+01	0.2504E-01	0.2471E-01	0.3345E-03	0.1336E-01
0.2613E+01	0.2881E+03	0.2916E+01	0.1748E-01	0.1749E-01	-.5118E-05	-.2928E-03
0.1251E+01	0.2881E+03	0.2916E+01	0.9590E-02	0.9544E-02	0.4629E-04	0.4827E-02
0.3960E+00	0.2881E+03	0.2916E+01	0.3180E-02	0.3178E-02	0.2043E-05	0.6423E-03
0.2560E+01	0.2831E+03	0.2916E+01	0.1953E-01	0.1957E-01	-.4201E-04	-.2151E-02
0.1216E+01	0.2831E+03	0.2916E+01	0.1080E-01	0.1083E-01	-.2524E-04	-.2337E-02
0.3830E+00	0.2831E+03	0.2916E+01	0.3600E-02	0.3635E-02	-.3532E-04	-.9811E-02
0.2507E+01	0.2781E+03	0.2916E+01	0.2190E-01	0.2202E-01	-.1178E-03	-.5379E-02
0.1175E+01	0.2781E+03	0.2916E+01	0.1231E-01	0.1225E-01	0.5805E-04	0.4716E-02
0.3680E+00	0.2781E+03	0.2916E+01	0.4100E-02	0.4168E-02	-.6805E-04	-.1660E-01
0.2504E+01	0.2731E+03	0.2916E+01	0.2491E-01	0.2512E-01	-.2077E-03	-.8339E-02
0.1124E+01	0.2731E+03	0.2916E+01	0.1396E-01	0.1374E-01	0.2190E-03	0.1569E-01
0.3500E+00	0.2731E+03	0.2916E+01	0.4660E-02	0.4745E-02	-.8473E-04	-.1818E-01
0.4422E+01	0.2981E+03	0.4232E+01	0.2097E-01	0.2088E-01	0.8517E-04	0.4061E-02
0.1938E+01	0.2981E+03	0.4232E+01	0.1078E-01	0.1077E-01	0.7365E-05	0.6832E-03
0.1320E+01	0.2981E+03	0.4232E+01	0.7660E-02	0.7619E-02	0.4125E-04	0.5385E-02
0.4210E+00	0.2981E+03	0.4232E+01	0.2530E-02	0.2577E-02	-.4691E-04	-.1854E-01
0.4380E+01	0.2931E+03	0.4232E+01	0.2173E-01	0.2204E-01	-.3116E-03	-.1434E-01
0.1909E+01	0.2931E+03	0.4232E+01	0.1202E-01	0.1198E-01	0.3771E-04	0.3137E-02
0.1297E+01	0.2931E+03	0.4232E+01	0.8580E-02	0.8523E-02	0.5720E-04	0.6667E-02
0.4130E+00	0.2931E+03	0.4232E+01	0.2850E-02	0.2847E-02	0.2764E-05	0.9697E-03
0.4307E+01	0.2881E+03	0.4232E+01	0.2370E-01	0.2353E-01	0.1660E-03	0.7006E-02
0.1877E+01	0.2881E+03	0.4232E+01	0.1351E-01	0.1350E-01	0.1346E-04	0.9961E-03
0.1271E+01	0.2881E+03	0.4232E+01	0.9700E-02	0.9656E-02	0.4369E-04	0.4504E-02
0.4020E+00	0.2881E+03	0.4232E+01	0.3220E-02	0.3218E-02	0.2085E-05	0.6475E-03
0.1835E+01	0.2831E+03	0.4232E+01	0.1518E-01	0.1525E-01	-.7421E-04	-.4889E-02
0.1238E+01	0.2831E+03	0.4232E+01	0.1095E-01	0.1097E-01	-.1983E-04	-.1811E-02
0.3910E+00	0.2831E+03	0.4232E+01	0.3670E-02	0.3700E-02	-.3024E-04	-.8240E-02
0.1784E+01	0.2781E+03	0.4232E+01	0.1713E-01	0.1723E-01	-.9730E-04	-.5680E-02
